src_ip,dst_ip,txid,timestamp,source_wallet,destination_wallet,src_country,dst_country,src_asn,dst_asn
10.14.20.1,10.15.20.7,TX10003866,2026-06-13 04:58:00,W001640,W001580,IN,US,AS55836,AS7922
10.12.10.6,10.15.30.1,TX10009546,2026-06-13 05:46:00,W001652,W001012,IN,NL,AS4755,AS1136
10.13.30.7,10.11.10.4,TX10005559,2026-06-13 06:41:00,W001659,W000982,GB,NL,AS5089,AS1136
10.15.30.1,10.14.10.8,TX10003263,2026-06-13 07:48:00,W001171,W000004,SG,IN,AS4657,AS55836
10.12.30.8,10.15.10.6,TX10009311,2026-06-13 08:05:00,W000693,W001581,IN,CA,AS4755,AS812
10.12.30.1,10.13.20.4,TX10009528,2026-06-13 08:38:00,W001404,W002305,IN,DE,AS55836,AS6805
10.15.20.7,10.11.30.8,TX10009054,2026-06-13 08:42:00,W000808,W001301,US,NL,AS15169,AS6830
10.11.10.2,10.13.30.6,TX10007167,2026-06-13 08:48:00,W000838,W001876,IN,NL,AS4755,AS6830
10.14.10.7,10.11.30.3,TX10008805,2026-06-13 09:10:00,W001003,W000584,SG,NL,AS9506,AS6830
10.13.10.2,10.14.30.4,TX10009532,2026-06-13 09:15:00,W001631,W001758,NL,IN,AS6830,AS45609
10.12.10.7,10.15.10.2,TX10006901,2026-06-13 09:39:00,W000029,W001975,IN,SG,AS45609,AS9506
10.11.10.2,10.14.20.2,TX10008460,2026-06-13 10:37:00,W001620,W001635,GB,US,AS2856,AS7018
10.13.30.5,10.15.20.5,TX10007313,2026-06-13 10:52:00,W000804,W000959,SG,GB,AS9506,AS5089
10.12.10.6,10.13.10.2,TX10009303,2026-06-13 11:02:00,W000768,W001147,DE,US,AS3320,AS15169
10.12.10.4,10.15.30.8,TX10001023,2026-06-13 11:04:00,W001089,W001313,IN,AU,AS55836,AS4804
10.13.20.6,10.15.30.2,TX10002335,2026-06-13 11:16:00,W000580,W002417,IN,SG,AS45609,AS9506
10.14.10.2,10.11.20.4,TX10009529,2026-06-13 11:52:00,W001681,W000383,SG,US,AS9506,AS7922
10.11.10.3,10.12.20.6,TX10006868,2026-06-13 12:00:00,W001787,W001685,GB,DE,AS5089,AS3320
10.12.20.2,10.15.20.7,TX10001671,2026-06-13 12:55:00,W001794,W000608,IN,CA,AS4755,AS812
10.13.30.3,10.13.10.1,TX10000155,2026-06-13 13:06:00,W001358,W000542,IN,NL,AS4755,AS1136
10.14.30.1,10.14.10.7,TX10005062,2026-06-13 13:19:00,W000858,W000981,IN,CA,AS55836,AS577
10.14.20.8,10.13.20.8,TX10003686,2026-06-13 13:39:00,W001871,W000868,US,US,AS7018,AS15169
10.13.20.1,10.15.10.6,TX10009861,2026-06-13 13:43:00,W000903,W002318,DE,CA,AS6805,AS577
10.12.10.7,10.11.30.8,TX10003496,2026-06-13 13:58:00,W002084,W002180,US,SG,AS7018,AS4657
10.14.10.7,10.15.20.8,TX10006547,2026-06-13 13:59:00,W002411,W001279,US,AU,AS7018,AS4804
10.14.10.1,10.11.20.4,TX10008568,2026-06-13 14:21:00,W001046,W001340,US,CA,AS7018,AS812
10.14.10.5,10.14.30.8,TX10003989,2026-06-13 14:40:00,W001737,W001933,IN,DE,AS45609,AS3320
10.13.20.2,10.12.20.5,TX10006133,2026-06-13 14:45:00,W000252,W000852,NL,CA,AS6830,AS577
10.11.30.4,10.14.20.1,TX10006552,2026-06-13 15:12:00,W002382,W001246,NL,GB,AS1136,AS2856
10.14.10.2,10.15.30.2,TX10008153,2026-06-13 15:28:00,W001351,W001749,IN,CA,AS4755,AS577
10.15.20.1,10.11.20.7,TX10003446,2026-06-13 15:55:00,W000101,W002067,IN,GB,AS45609,AS5089
10.15.10.3,10.15.20.5,TX10001192,2026-06-13 16:36:00,W001261,W000155,US,IN,AS7922,AS4755
10.15.10.2,10.14.20.5,TX10004341,2026-06-13 16:54:00,W002480,W001120,GB,AU,AS5089,AS4804
10.13.20.3,10.14.30.2,TX10003309,2026-06-13 17:17:00,W000449,W000266,US,DE,AS7922,AS3320
10.14.30.3,10.15.10.7,TX10001915,2026-06-13 17:30:00,W000600,W000515,CA,AU,AS812,AS4804
10.15.20.8,10.11.30.3,TX10006928,2026-06-13 18:22:00,W000618,W000385,IN,CA,AS45609,AS577
10.12.10.4,10.12.10.6,TX10001565,2026-06-13 19:20:00,W000604,W000152,GB,CA,AS5089,AS577
10.11.10.4,10.15.20.2,TX10006756,2026-06-13 19:41:00,W001052,W001593,AU,DE,AS4804,AS3320
10.11.20.1,10.13.30.2,TX10008446,2026-06-13 20:03:00,W001085,W001800,IN,AU,AS55836,AS4804
10.15.10.1,10.14.20.3,TX10009291,2026-06-13 20:09:00,W001378,W000305,AU,IN,AS1221,AS4755
10.13.10.2,10.14.20.1,TX10009846,2026-06-13 20:27:00,W000365,W001018,US,DE,AS7922,AS6805
10.15.20.2,10.12.30.8,TX10001598,2026-06-13 20:30:00,W001242,W002002,AU,NL,AS1221,AS6830
10.12.30.2,10.12.10.2,TX10009746,2026-06-13 21:04:00,W001321,W001360,SG,IN,AS9506,AS4755
10.15.10.6,10.13.20.7,TX10006965,2026-06-13 21:30:00,W000602,W000242,IN,GB,AS4755,AS2856
10.11.10.2,10.13.20.1,TX10008588,2026-06-13 22:24:00,W000477,W001682,IN,GB,AS45609,AS2856
10.14.20.6,10.14.30.7,TX10009838,2026-06-13 22:26:00,W000656,W000027,IN,US,AS45609,AS15169
10.11.20.6,10.14.10.4,TX10000416,2026-06-13 22:42:00,W001846,W002001,NL,GB,AS6830,AS5089
10.13.20.6,10.15.10.2,TX10002749,2026-06-13 22:49:00,W001017,W001649,US,IN,AS15169,AS4755
10.11.30.1,10.13.20.5,TX10001248,2026-06-13 22:55:00,W001496,W000262,NL,SG,AS1136,AS9506
10.15.10.3,10.13.20.7,TX10002651,2026-06-13 23:37:00,W001187,W001866,IN,GB,AS55836,AS5089
10.13.30.5,10.13.30.3,TX10000194,2026-06-14 00:42:00,W000042,W001804,SG,DE,AS4657,AS6805
10.15.20.1,10.13.10.3,TX10004314,2026-06-14 00:43:00,W000617,W001322,US,DE,AS7922,AS3320
10.13.20.2,10.14.30.3,TX10004447,2026-06-14 00:45:00,W002279,W001704,CA,DE,AS577,AS6805
10.14.10.6,10.11.30.3,TX10009543,2026-06-14 01:16:00,W000829,W001958,US,NL,AS7922,AS1136
10.12.30.8,10.13.20.8,TX10007099,2026-06-14 02:32:00,W002263,W001595,US,NL,AS7922,AS6830
10.14.20.1,10.13.10.4,TX10005340,2026-06-14 03:01:00,W002419,W002499,US,GB,AS7018,AS2856
10.14.30.1,10.12.20.7,TX10007678,2026-06-14 03:02:00,W002147,W002484,GB,IN,AS5089,AS55836
10.14.10.3,10.14.20.8,TX10001687,2026-06-14 03:15:00,W001625,W001896,DE,GB,AS6805,AS5089
10.12.20.1,10.13.20.8,TX10009002,2026-06-14 03:35:00,W000370,W001242,CA,GB,AS577,AS2856
10.14.20.5,10.14.30.1,TX10008097,2026-06-14 03:49:00,W001486,W000196,IN,GB,AS55836,AS2856
10.15.20.8,10.13.10.7,TX10002210,2026-06-14 04:15:00,W000237,W002253,GB,DE,AS2856,AS6805
10.13.30.2,10.12.30.1,TX10000053,2026-06-14 04:22:00,W000024,W001166,SG,GB,AS4657,AS5089
10.14.10.2,10.12.10.7,TX10008669,2026-06-14 05:12:00,W001731,W001171,IN,IN,AS55836,AS4755
10.13.10.1,10.11.30.4,TX10002494,2026-06-14 05:34:00,W000761,W001378,IN,CA,AS55836,AS577
10.15.10.8,10.13.20.4,TX10000253,2026-06-14 05:45:00,W000023,W001217,DE,CA,AS3320,AS812
10.14.20.3,10.15.10.5,TX10007420,2026-06-14 05:53:00,W000159,W001970,IN,DE,AS55836,AS3320
10.12.20.8,10.13.20.6,TX10006363,2026-06-14 07:09:00,W001807,W001620,DE,IN,AS3320,AS55836
10.13.10.5,10.14.10.5,TX10005801,2026-06-14 07:31:00,W000769,W000282,IN,DE,AS55836,AS3320
10.12.10.8,10.14.30.2,TX10002390,2026-06-14 08:00:00,W001583,W000853,NL,DE,AS1136,AS6805
10.14.20.7,10.13.30.3,TX10006699,2026-06-14 08:45:00,W001245,W002238,US,GB,AS7018,AS2856
10.11.10.4,10.11.20.2,TX10008734,2026-06-14 08:58:00,W002012,W001462,SG,US,AS9506,AS7018
10.15.10.3,10.14.10.6,TX10008511,2026-06-14 09:06:00,W000214,W000713,AU,AU,AS1221,AS1221
10.15.20.6,10.13.20.6,TX10008397,2026-06-14 10:02:00,W001028,W000870,IN,GB,AS45609,AS5089
10.11.30.7,10.11.30.7,TX10009619,2026-06-14 10:14:00,W000612,W000542,IN,SG,AS4755,AS4657
10.13.20.6,10.11.10.5,TX10002746,2026-06-14 10:20:00,W001239,W000561,AU,AU,AS1221,AS1221
10.14.10.6,10.11.30.8,TX10002876,2026-06-14 10:27:00,W001205,W002178,DE,GB,AS6805,AS2856
10.11.20.4,10.12.20.1,TX10009182,2026-06-14 11:21:00,W001241,W002022,IN,SG,AS55836,AS4657
10.13.10.3,10.15.20.7,TX10003430,2026-06-14 11:22:00,W001692,W001953,GB,CA,AS5089,AS812
10.13.20.6,10.13.20.1,TX10006034,2026-06-14 11:25:00,W001255,W001866,DE,CA,AS3320,AS812
10.14.30.8,10.12.10.8,TX10008634,2026-06-14 11:46:00,W000572,W000353,US,GB,AS15169,AS2856
10.12.20.1,10.11.20.7,TX10008271,2026-06-14 11:51:00,W001920,W000693,US,DE,AS7018,AS3320
10.12.30.8,10.12.30.8,TX10009615,2026-06-14 12:13:00,W001561,W000282,GB,GB,AS2856,AS5089
10.15.10.2,10.14.20.2,TX10009836,2026-06-14 12:46:00,W001997,W001114,US,AU,AS7018,AS4804
10.15.10.1,10.15.30.8,TX10006947,2026-06-14 12:50:00,W000415,W002322,IN,NL,AS55836,AS1136
10.11.10.3,10.13.20.8,TX10007609,2026-06-14 12:51:00,W001376,W000680,IN,CA,AS55836,AS577
10.14.30.3,10.11.20.5,TX10001882,2026-06-14 12:54:00,W002138,W000067,US,GB,AS7922,AS2856
10.15.10.4,10.15.20.3,TX10002126,2026-06-14 14:47:00,W002467,W001842,IN,US,AS55836,AS7018
10.15.10.2,10.13.10.2,TX10007878,2026-06-14 14:58:00,W002373,W002112,GB,DE,AS2856,AS6805
10.14.10.3,10.12.30.5,TX10000648,2026-06-14 16:18:00,W001126,W001680,CA,NL,AS812,AS1136
10.12.20.7,10.13.10.8,TX10006450,2026-06-14 16:29:00,W001250,W001685,AU,GB,AS4804,AS5089
10.15.10.4,10.12.30.5,TX10008476,2026-06-14 16:34:00,W000040,W000415,IN,US,AS55836,AS7922
10.12.30.1,10.12.10.6,TX10000383,2026-06-14 16:35:00,W000002,W002122,CA,SG,AS812,AS9506
10.15.20.3,10.13.30.6,TX10004245,2026-06-14 16:55:00,W001818,W001585,US,DE,AS7018,AS6805
10.12.20.3,10.12.20.2,TX10001783,2026-06-14 17:24:00,W000293,W001268,AU,NL,AS1221,AS1136
10.15.20.8,10.14.30.8,TX10009708,2026-06-14 17:27:00,W000598,W000333,US,IN,AS15169,AS45609
10.15.20.7,10.14.20.3,TX10003476,2026-06-14 17:28:00,W001800,W000457,US,DE,AS15169,AS3320
10.14.20.4,10.13.10.5,TX10000588,2026-06-14 18:04:00,W002312,W002211,US,CA,AS7018,AS577
10.11.10.4,10.13.30.8,TX10001052,2026-06-14 18:25:00,W000322,W002164,US,AU,AS7922,AS4804
10.15.10.3,10.12.10.1,TX10000460,2026-06-14 18:35:00,W001861,W001543,CA,IN,AS812,AS55836
10.13.30.3,10.13.20.3,TX10002589,2026-06-14 18:52:00,W000148,W002010,DE,GB,AS6805,AS2856
10.12.20.8,10.15.10.4,TX10000068,2026-06-14 19:38:00,W002107,W000393,IN,DE,AS55836,AS6805
10.13.10.7,10.12.10.5,TX10008056,2026-06-14 19:40:00,W000697,W001755,NL,NL,AS6830,AS1136
10.11.30.2,10.13.20.3,TX10003832,2026-06-14 19:54:00,W001076,W002206,US,CA,AS15169,AS812
10.13.20.8,10.15.10.5,TX10003251,2026-06-14 21:20:00,W001143,W001287,IN,DE,AS55836,AS6805
10.11.30.7,10.13.10.6,TX10009441,2026-06-14 21:41:00,W000840,W001803,IN,AU,AS55836,AS4804
10.13.10.4,10.11.30.1,TX10003442,2026-06-14 21:54:00,W002364,W000196,IN,US,AS55836,AS7018
10.15.30.3,10.12.10.4,TX10007337,2026-06-14 22:17:00,W002172,W002493,NL,NL,AS6830,AS1136
10.14.20.8,10.13.10.3,TX10004033,2026-06-14 22:17:00,W001458,W000106,IN,CA,AS55836,AS577
10.14.30.4,10.11.20.6,TX10001640,2026-06-14 22:32:00,W001001,W001657,IN,CA,AS4755,AS812
10.11.10.8,10.14.10.7,TX10003419,2026-06-14 22:54:00,W000442,W001319,IN,NL,AS45609,AS1136
10.15.20.6,10.12.10.5,TX10001791,2026-06-14 23:05:00,W000547,W000152,GB,DE,AS2856,AS6805
10.11.10.1,10.12.20.1,TX10007620,2026-06-14 23:29:00,W002264,W001549,DE,DE,AS3320,AS6805
10.12.10.5,10.15.10.5,TX10005257,2026-06-15 00:07:00,W001662,W000220,IN,SG,AS4755,AS9506
10.14.30.7,10.11.20.4,TX10005899,2026-06-15 00:44:00,W000635,W002107,SG,IN,AS9506,AS45609
10.11.30.7,10.14.10.4,TX10003339,2026-06-15 00:45:00,W001120,W001742,IN,NL,AS45609,AS1136
10.14.30.7,10.11.30.3,TX10003063,2026-06-15 01:22:00,W001826,W002310,DE,IN,AS6805,AS45609
10.15.20.3,10.12.30.5,TX10001559,2026-06-15 01:31:00,W000316,W002316,US,IN,AS7922,AS4755
10.12.20.8,10.13.20.6,TX10008212,2026-06-15 01:34:00,W000934,W000790,IN,US,AS45609,AS15169
10.13.10.4,10.12.10.2,TX10009264,2026-06-15 04:50:00,W000575,W002050,US,US,AS7018,AS7922
10.11.30.5,10.11.30.4,TX10001116,2026-06-15 05:07:00,W002041,W002453,NL,AU,AS1136,AS4804
10.12.20.5,10.15.10.1,TX10000310,2026-06-15 05:15:00,W000040,W001848,US,GB,AS15169,AS5089
10.13.20.5,10.11.20.5,TX10004972,2026-06-15 05:18:00,W000947,W001543,IN,NL,AS4755,AS6830
10.15.10.7,10.11.30.1,TX10001709,2026-06-15 05:50:00,W000764,W000406,AU,IN,AS4804,AS55836
10.15.30.1,10.13.30.8,TX10000171,2026-06-15 05:57:00,W001645,W002260,DE,NL,AS3320,AS6830
10.13.30.3,10.13.30.4,TX10005302,2026-06-15 07:25:00,W000626,W001286,IN,SG,AS45609,AS9506
10.15.10.2,10.11.30.7,TX10002661,2026-06-15 07:48:00,W002217,W002225,IN,CA,AS45609,AS577
10.13.10.4,10.11.30.3,TX10004116,2026-06-15 07:52:00,W000038,W002494,DE,IN,AS6805,AS45609
10.12.30.5,10.12.30.7,TX10006893,2026-06-15 08:11:00,W002039,W000165,IN,US,AS45609,AS7922
10.12.10.2,10.15.20.1,TX10001217,2026-06-15 08:16:00,W000894,W001392,IN,NL,AS4755,AS6830
10.14.30.3,10.12.20.7,TX10003002,2026-06-15 08:51:00,W000934,W001278,IN,IN,AS45609,AS55836
10.12.10.4,10.12.20.7,TX10005477,2026-06-15 09:35:00,W002301,W000939,IN,US,AS55836,AS7922
10.11.10.4,10.15.20.4,TX10005353,2026-06-15 10:32:00,W002126,W001858,GB,AU,AS2856,AS1221
10.15.20.2,10.12.20.2,TX10008422,2026-06-15 10:42:00,W000781,W001254,NL,NL,AS1136,AS6830
10.15.10.1,10.11.30.5,TX10008638,2026-06-15 10:43:00,W001473,W002198,IN,IN,AS55836,AS4755
10.13.10.3,10.11.20.1,TX10008211,2026-06-15 12:39:00,W000998,W000770,IN,CA,AS4755,AS812
10.15.30.4,10.15.20.1,TX10009146,2026-06-15 13:25:00,W000220,W000531,DE,AU,AS6805,AS1221
10.13.30.2,10.13.30.6,TX10001250,2026-06-15 13:39:00,W001376,W000902,SG,CA,AS9506,AS577
10.15.30.3,10.15.30.2,TX10009227,2026-06-15 13:47:00,W000779,W001162,SG,GB,AS4657,AS2856
10.12.30.1,10.11.20.8,TX10000458,2026-06-15 14:20:00,W000033,W000865,US,NL,AS15169,AS6830
10.12.30.3,10.11.20.6,TX10000440,2026-06-15 15:28:00,W001289,W000057,DE,IN,AS3320,AS4755
10.12.20.5,10.15.30.8,TX10004640,2026-06-15 15:49:00,W000533,W000503,NL,IN,AS1136,AS55836
10.13.30.1,10.14.10.4,TX10006982,2026-06-15 16:08:00,W001976,W001571,IN,NL,AS55836,AS6830
10.15.10.7,10.14.10.6,TX10006890,2026-06-15 16:17:00,W000348,W000255,GB,CA,AS5089,AS577
10.13.30.6,10.13.30.7,TX10008984,2026-06-15 16:18:00,W000531,W002027,US,IN,AS7922,AS55836
10.12.30.7,10.14.30.8,TX10005955,2026-06-15 16:41:00,W002213,W000693,US,GB,AS7018,AS2856
10.12.20.2,10.15.30.6,TX10003570,2026-06-15 16:44:00,W001849,W001822,US,NL,AS7018,AS6830
10.15.10.8,10.11.30.6,TX10008074,2026-06-15 16:59:00,W001754,W000121,SG,GB,AS9506,AS2856
10.12.20.6,10.13.30.2,TX10009135,2026-06-15 17:02:00,W001927,W001057,DE,CA,AS3320,AS812
10.11.30.6,10.13.20.8,TX10001743,2026-06-15 17:03:00,W000536,W000801,AU,NL,AS1221,AS1136
10.15.30.7,10.12.30.4,TX10008214,2026-06-15 17:08:00,W001766,W002243,US,IN,AS7018,AS55836
10.11.10.6,10.15.30.2,TX10001517,2026-06-15 17:33:00,W001101,W001889,CA,IN,AS577,AS4755
10.13.30.1,10.12.20.7,TX10008303,2026-06-15 18:00:00,W000206,W000855,DE,US,AS3320,AS15169
10.15.30.5,10.14.20.5,TX10007431,2026-06-15 18:08:00,W001154,W000966,CA,AU,AS577,AS4804
10.11.10.1,10.14.10.4,TX10000238,2026-06-15 18:18:00,W000033,W001543,CA,US,AS577,AS7018
10.14.20.7,10.15.10.2,TX10004596,2026-06-15 18:39:00,W000520,W000629,AU,NL,AS1221,AS1136
10.13.10.8,10.12.20.5,TX10003024,2026-06-15 18:51:00,W000104,W000965,IN,SG,AS55836,AS9506
10.14.10.5,10.12.20.1,TX10008543,2026-06-15 19:53:00,W001794,W001831,IN,US,AS45609,AS7922
10.15.20.3,10.14.20.7,TX10003201,2026-06-15 20:29:00,W000887,W001024,IN,GB,AS55836,AS5089
10.12.20.4,10.14.20.5,TX10004372,2026-06-15 20:41:00,W000859,W001237,SG,GB,AS4657,AS5089
10.11.10.8,10.12.30.6,TX10007324,2026-06-15 21:15:00,W002402,W002008,IN,GB,AS4755,AS5089
10.12.30.7,10.12.10.5,TX10005098,2026-06-15 22:07:00,W002021,W002491,AU,DE,AS4804,AS6805
10.15.30.7,10.14.30.2,TX10000684,2026-06-15 22:13:00,W000958,W001064,AU,CA,AS1221,AS812
10.14.30.5,10.14.20.7,TX10009565,2026-06-15 22:24:00,W001272,W000329,US,DE,AS7018,AS3320
10.14.20.7,10.14.30.7,TX10003707,2026-06-15 22:53:00,W000544,W001523,IN,AU,AS4755,AS1221
10.15.30.3,10.14.10.2,TX10004602,2026-06-15 22:56:00,W001483,W001869,IN,IN,AS45609,AS4755
10.11.30.5,10.13.20.3,TX10004320,2026-06-15 23:07:00,W001562,W002039,US,GB,AS15169,AS2856
10.15.30.3,10.14.10.1,TX10009126,2026-06-15 23:27:00,W000624,W001649,DE,AU,AS3320,AS1221
10.15.30.5,10.13.30.6,TX10005705,2026-06-16 00:14:00,W001510,W000099,GB,US,AS5089,AS15169
10.13.20.7,10.15.10.6,TX10000227,2026-06-16 00:45:00,W000765,W002372,SG,IN,AS9506,AS45609
10.14.30.7,10.13.20.2,TX10009548,2026-06-16 00:52:00,W000856,W001464,GB,AU,AS2856,AS1221
10.11.20.6,10.12.30.5,TX10001197,2026-06-16 01:01:00,W000775,W002314,NL,IN,AS1136,AS4755
10.14.30.8,10.13.10.5,TX10003128,2026-06-16 01:12:00,W002058,W002427,US,SG,AS7922,AS4657
10.12.20.2,10.13.10.2,TX10008897,2026-06-16 01:45:00,W000033,W001757,IN,IN,AS4755,AS4755
10.12.10.3,10.15.10.4,TX10009456,2026-06-16 01:56:00,W000478,W000098,IN,NL,AS45609,AS1136
10.12.20.4,10.15.20.4,TX10004360,2026-06-16 01:57:00,W000008,W000783,SG,US,AS4657,AS7922
10.13.30.4,10.14.10.7,TX10003064,2026-06-16 02:53:00,W001974,W002311,US,IN,AS15169,AS4755
10.13.20.1,10.13.10.2,TX10002168,2026-06-16 03:16:00,W000775,W000097,IN,GB,AS4755,AS2856
10.13.10.4,10.12.20.6,TX10002214,2026-06-16 04:46:00,W001416,W000195,GB,NL,AS2856,AS1136
10.14.10.6,10.14.10.3,TX10007042,2026-06-16 05:25:00,W001964,W001227,US,US,AS7922,AS15169
10.14.20.4,10.14.20.1,TX10006253,2026-06-16 05:26:00,W001983,W002119,IN,NL,AS55836,AS1136
10.12.30.1,10.11.30.4,TX10005007,2026-06-16 05:33:00,W002130,W001395,US,IN,AS15169,AS4755
10.14.10.3,10.15.10.1,TX10006127,2026-06-16 06:09:00,W000396,W000288,GB,CA,AS5089,AS812
10.14.20.5,10.11.30.3,TX10009206,2026-06-16 06:22:00,W001989,W000284,NL,NL,AS1136,AS1136
10.12.10.3,10.13.30.3,TX10003448,2026-06-16 06:25:00,W001384,W001538,IN,DE,AS45609,AS6805
10.13.10.2,10.12.20.5,TX10002284,2026-06-16 06:37:00,W001592,W001400,DE,CA,AS3320,AS812
10.13.20.2,10.13.10.3,TX10005717,2026-06-16 07:10:00,W001861,W000457,DE,CA,AS6805,AS577
10.15.10.5,10.14.10.6,TX10002887,2026-06-16 07:30:00,W000547,W001486,GB,IN,AS5089,AS55836
10.12.10.5,10.13.10.1,TX10006411,2026-06-16 08:28:00,W000037,W002189,AU,NL,AS4804,AS6830
10.14.30.5,10.14.20.8,TX10006043,2026-06-16 08:42:00,W002032,W001043,US,US,AS7018,AS7922
10.11.20.7,10.12.20.1,TX10000089,2026-06-16 09:57:00,W000018,W001462,US,NL,AS7018,AS1136
10.15.30.2,10.15.20.5,TX10005884,2026-06-16 10:01:00,W002403,W001514,US,IN,AS7018,AS55836
10.11.30.2,10.11.20.2,TX10005870,2026-06-16 10:26:00,W001877,W002092,AU,IN,AS4804,AS55836
10.15.20.3,10.11.20.2,TX10005056,2026-06-16 10:36:00,W001730,W001813,US,DE,AS15169,AS3320
10.11.30.1,10.11.10.2,TX10003727,2026-06-16 11:04:00,W001500,W000433,IN,AU,AS55836,AS4804
10.11.20.8,10.12.30.7,TX10004838,2026-06-16 11:56:00,W001980,W001018,CA,NL,AS812,AS1136
10.14.30.5,10.11.20.8,TX10000969,2026-06-16 12:42:00,W000025,W001856,GB,CA,AS5089,AS812
10.11.10.4,10.12.20.8,TX10006063,2026-06-16 13:12:00,W001754,W000448,US,DE,AS15169,AS3320
10.13.20.5,10.12.20.8,TX10001452,2026-06-16 13:19:00,W000245,W001360,IN,CA,AS55836,AS812
10.13.20.4,10.14.30.3,TX10008553,2026-06-16 13:27:00,W001978,W000615,DE,SG,AS3320,AS9506
10.13.20.7,10.11.30.2,TX10005473,2026-06-16 13:57:00,W000706,W000413,US,IN,AS15169,AS45609
10.14.30.5,10.12.10.3,TX10004215,2026-06-16 14:00:00,W000409,W002302,US,US,AS15169,AS7018
10.15.20.2,10.11.20.5,TX10001007,2026-06-16 14:18:00,W000164,W002298,GB,US,AS2856,AS7018
10.12.20.8,10.14.30.5,TX10008020,2026-06-16 15:15:00,W000410,W001940,IN,NL,AS55836,AS6830
10.14.30.1,10.11.10.6,TX10006345,2026-06-16 15:29:00,W000815,W000283,US,GB,AS7018,AS5089
10.15.30.3,10.13.30.1,TX10003336,2026-06-16 15:41:00,W002014,W001479,IN,CA,AS55836,AS812
10.13.20.8,10.13.10.2,TX10005683,2026-06-16 15:47:00,W000574,W001927,US,DE,AS15169,AS6805
10.14.20.7,10.15.20.6,TX10000084,2026-06-16 16:52:00,W002491,W002341,SG,US,AS9506,AS7018
10.15.20.8,10.14.30.2,TX10003071,2026-06-16 17:06:00,W002306,W001728,CA,AU,AS577,AS1221
10.14.30.7,10.11.20.2,TX10007292,2026-06-16 17:13:00,W002116,W002383,GB,SG,AS2856,AS9506
10.15.10.5,10.14.20.5,TX10000232,2026-06-16 17:54:00,W002375,W001802,AU,CA,AS4804,AS577
10.15.30.3,10.14.20.5,TX10003390,2026-06-16 18:27:00,W001703,W002370,GB,AU,AS2856,AS1221
10.13.30.1,10.15.30.1,TX10005975,2026-06-16 18:43:00,W001904,W002235,CA,IN,AS812,AS55836
10.13.30.3,10.12.20.7,TX10009754,2026-06-16 19:56:00,W000431,W000472,US,GB,AS7922,AS5089
10.14.10.5,10.12.20.7,TX10004309,2026-06-16 19:57:00,W001594,W001866,IN,NL,AS45609,AS1136
10.11.30.3,10.12.10.5,TX10001568,2026-06-16 20:05:00,W001404,W002463,IN,IN,AS55836,AS45609
10.13.30.2,10.11.30.8,TX10007853,2026-06-16 20:53:00,W001921,W002213,GB,US,AS2856,AS7922
10.14.10.8,10.12.20.3,TX10007918,2026-06-16 21:20:00,W001098,W000615,US,CA,AS15169,AS577
10.11.20.4,10.12.10.6,TX10003689,2026-06-16 21:23:00,W000200,W001096,US,AU,AS15169,AS1221
10.11.10.7,10.12.20.6,TX10009574,2026-06-16 22:21:00,W001764,W000174,IN,DE,AS55836,AS3320
10.15.10.2,10.13.20.2,TX10007284,2026-06-16 22:32:00,W000949,W001497,IN,GB,AS4755,AS5089
10.15.30.8,10.11.10.7,TX10002721,2026-06-16 23:01:00,W000191,W002007,IN,CA,AS4755,AS577
10.14.20.2,10.11.10.3,TX10000702,2026-06-16 23:02:00,W000047,W001316,US,CA,AS7922,AS812
10.13.20.4,10.15.20.8,TX10003591,2026-06-16 23:37:00,W000477,W001733,IN,SG,AS45609,AS9506
10.12.30.4,10.13.10.5,TX10005597,2026-06-17 00:33:00,W001989,W001107,GB,IN,AS2856,AS45609
10.11.30.6,10.12.10.6,TX10000974,2026-06-17 00:43:00,W000033,W000289,IN,SG,AS4755,AS4657
10.12.20.6,10.12.30.6,TX10004224,2026-06-17 00:44:00,W000285,W001857,IN,GB,AS4755,AS5089
10.13.30.3,10.11.10.1,TX10001911,2026-06-17 00:51:00,W000327,W000224,IN,CA,AS45609,AS577
10.15.20.1,10.11.30.4,TX10007229,2026-06-17 01:18:00,W000019,W002333,CA,AU,AS577,AS4804
10.13.10.1,10.14.10.1,TX10002245,2026-06-17 02:35:00,W000889,W001888,NL,IN,AS1136,AS45609
10.14.30.7,10.13.20.7,TX10001720,2026-06-17 02:35:00,W001248,W001537,DE,NL,AS3320,AS1136
10.12.30.2,10.13.20.3,TX10006149,2026-06-17 04:17:00,W000864,W001131,US,CA,AS7922,AS812
10.11.10.6,10.11.10.4,TX10004073,2026-06-17 04:29:00,W001400,W002214,CA,IN,AS577,AS45609
10.13.20.1,10.11.30.5,TX10009780,2026-06-17 04:36:00,W001804,W000222,AU,IN,AS4804,AS45609
10.15.30.3,10.15.10.2,TX10009348,2026-06-17 05:03:00,W000795,W001500,US,CA,AS7922,AS577
10.12.20.4,10.12.10.5,TX10001463,2026-06-17 05:16:00,W001043,W000533,DE,AU,AS3320,AS4804
10.14.20.3,10.14.20.1,TX10006963,2026-06-17 05:30:00,W001376,W001409,DE,CA,AS6805,AS577
10.12.10.8,10.15.20.6,TX10004270,2026-06-17 05:41:00,W000711,W002017,AU,GB,AS4804,AS5089
10.11.20.7,10.12.30.5,TX10008199,2026-06-17 05:45:00,W000775,W002393,DE,GB,AS6805,AS5089
