txid,timestamp,block_height,time_step,input_addresses,output_addresses,input_amounts,output_amounts,fee_btc,num_inputs,num_outputs,total_input_amount_btc,total_output_amount_btc,script_type,source_wallet,destination_wallet,transaction_frequency_24h,avg_time_gap_min,wallet_degree,unique_ip_count,country_count,asn_count,ground_truth,scenario
TX10007088,2026-06-23 22:27:00,874998,174,W001154|W000838,W001538|W000242|W000201|W001069,0.278132|0.149759,0.064508|0.031381|0.181224|0.147661,0.003117,2,4,0.427891,0.424774,P2SH,W001154,W001538,5,344.95,18,3,1,1,synthetic_normal,normal
TX10002836,2026-06-23 22:46:00,875000,174,W002413|W001060,W002006|W001791|W002456,0.310529|0.330526,0.290887|0.273823|0.074109,0.002235,2,3,0.641055,0.63882,P2WSH,W002413,W002006,13,339.545,19,2,2,1,synthetic_normal,normal
TX10009683,2026-06-23 22:56:00,875001,174,W001363,W002318|W001467|W002462,0.243269,0.103664|0.004344|0.134882,0.00038,1,3,0.243269,0.242889,P2SH,W001363,W002318,11,207.81,8,1,2,2,synthetic_normal,normal
TX10002067,2026-06-23 23:20:00,875004,174,W001647|W001483|W002160,W001689|W000975,0.015705|0.208679|0.023879,0.090540|0.156163,0.001559,3,2,0.248263,0.246704,P2SH,W001647,W001689,11,233.063,3,4,2,1,synthetic_normal,normal
TX10003248,2026-06-23 23:23:00,875004,174,W002019,W001511|W001898|W000424|W001143,0.839177,0.043333|0.412212|0.202061|0.178750,0.002821,1,4,0.839177,0.836356,P2WPKH,W002019,W001511,6,117.983,13,4,1,1,synthetic_normal,normal
TX10009594,2026-06-23 23:33:00,875005,174,W002214,W000335|W001543|W001795,0.265679,0.232043|0.012127|0.017658,0.003852,1,3,0.265679,0.261827,P2WPKH,W002214,W000335,5,193.339,16,3,1,2,synthetic_normal,normal
TX10009015,2026-06-23 23:40:00,875006,174,W000346,W000265|W001147|W002332,0.115313,0.011540|0.049272|0.053724,0.000777,1,3,0.115313,0.114537,P2SH,W000346,W000265,1,188.478,10,1,1,1,synthetic_normal,normal
TX10000778,2026-06-23 23:42:00,875006,174,W001330|W002175|W001542|W000356|W000549|W000524|W002207|W002001|W001180|W002224|W001752|W002264|W001787|W000459,W000321|W002023|W001007|W001604|W000246|W000434|W000301|W000144,0.412913|0.005184|0.249839|0.421304|0.357786|0.453165|0.077584|0.254242|0.715418|0.698083|0.336833|0.262533|0.374867|0.634976,0.483415|0.070465|1.152331|1.268266|0.022428|0.461573|0.856434|0.851092,0.088722,14,8,5.254725,5.166003,P2WSH,W000050,W000321,71,3.832,184,42,5,4,synthetic_anomalous,fan_in
TX10005379,2026-06-23 23:49:00,875006,174,W000247|W001532,W000595,0.786780|0.737264,1.522299,0.001745,2,1,1.524044,1.522299,P2SH,W000247,W000595,2,167.048,1,3,2,2,synthetic_normal,normal
TX10001539,2026-06-24 00:26:00,875010,174,W002411|W001704,W000887|W001052,0.206203|0.065623,0.052959|0.217487,0.00138,2,2,0.271826,0.270447,P2PKH,W002411,W000887,14,10.819,1,4,1,2,synthetic_normal,normal
TX10008513,2026-06-24 00:44:00,875012,174,W001362|W000801,W000243,0.132562|0.373823,0.504567,0.001817,2,1,0.506385,0.504567,P2WPKH,W001362,W000243,1,317.73,18,4,1,1,synthetic_normal,normal
TX10007671,2026-06-24 00:56:00,875013,174,W001928|W001782,W001624|W001134,0.371088|0.407265,0.384394|0.392826,0.001134,2,2,0.778353,0.77722,P2WSH,W001928,W001624,7,216.473,8,3,2,2,synthetic_normal,normal
TX10004701,2026-06-24 01:07:00,875014,174,W000990|W002210,W000695|W000263,0.118187|0.062334,0.150281|0.027180,0.003059,2,2,0.18052,0.177461,P2WSH,W000990,W000695,4,200.637,16,3,1,1,synthetic_normal,normal
TX10006209,2026-06-24 01:54:00,875019,174,W000433|W000571,W001702,0.201920|0.110573,0.310977,0.001516,2,1,0.312493,0.310977,P2WPKH,W000433,W001702,15,347.375,11,1,2,1,synthetic_normal,normal
TX10006531,2026-06-24 02:03:00,875020,174,W001901|W000380,W000043,0.071532|0.239775,0.309914,0.001394,2,1,0.311308,0.309914,P2WSH,W001901,W000043,4,292.264,6,1,2,2,synthetic_normal,normal
TX10000004,2026-06-24 02:17:00,875021,174,W001669|W000236|W001180|W000214|W001057|W001188|W000143,W001981|W001719|W001019|W000699|W001616|W000285|W001385|W000599|W000620,1.083776|1.068897|3.290759|0.886437|5.180688|2.169059|0.845782,0.814700|1.530535|4.281708|1.461751|2.901670|1.587676|0.361551|0.361340|1.136633,0.087835,7,9,14.525398,14.437563,P2WPKH,W001669,W001981,122,1.275,35,12,7,6,synthetic_anomalous,high_frequency
TX10005102,2026-06-24 02:27:00,875022,174,W001081|W002133|W001891,W001306|W000919,0.322651|0.273230|0.312241,0.263841|0.644029,0.000252,3,2,0.908122,0.90787,P2WSH,W001081,W001306,8,53.596,11,4,1,2,synthetic_normal,normal
TX10003564,2026-06-24 02:28:00,875022,174,W002287,W001714,0.998773,0.998573,0.000201,1,1,0.998773,0.998573,P2PKH,W002287,W001714,14,67.842,9,2,2,1,synthetic_normal,normal
TX10009874,2026-06-24 03:00:00,875026,174,W001625,W001054|W001041|W000319,0.273399,0.088490|0.170246|0.011396,0.003267,1,3,0.273399,0.270131,P2WPKH,W001625,W001054,4,58.487,18,1,1,1,synthetic_normal,normal
TX10007502,2026-06-24 03:50:00,875031,174,W002009,W001172|W001159|W000192|W001005,0.710506,0.194238|0.148876|0.337093|0.027609,0.00269,1,4,0.710506,0.707816,P2SH,W002009,W001172,4,28.195,2,2,1,1,synthetic_normal,normal
TX10005494,2026-06-24 04:23:00,875034,174,W001576,W000363,0.240055,0.237643,0.002412,1,1,0.240055,0.237643,P2WSH,W001576,W000363,1,322.387,19,2,2,1,synthetic_normal,normal
TX10000164,2026-06-24 04:31:00,875035,174,W000787|W000083,W002276|W002050|W001971|W000863|W000409,1.744688|0.711141,0.050024|0.097009|0.729448|0.807977|0.700585,0.070786,2,5,2.455829,2.385043,P2SH,W000787,W002276,247,0.16,206,35,5,3,synthetic_anomalous,high_frequency
TX10002309,2026-06-24 04:31:00,875035,174,W001851|W001035|W000148,W000048|W002066|W001113|W000276,0.114101|0.040665|0.478477,0.235595|0.092190|0.034501|0.269500,0.001458,3,4,0.633243,0.631785,P2PKH,W001851,W000048,7,103.45,18,4,1,2,synthetic_normal,normal
TX10009347,2026-06-24 04:39:00,875035,174,W000732|W001884,W002023|W002147|W002067|W001227,0.064791|0.301117,0.156999|0.190070|0.011368|0.004886,0.002586,2,4,0.365909,0.363323,P2WPKH,W000732,W002023,3,316.399,9,3,2,2,synthetic_normal,normal
TX10001905,2026-06-24 04:47:00,875036,174,W001127|W000690,W000625|W002001,0.955779|0.083414,0.543364|0.491857,0.003972,2,2,1.039193,1.035221,P2SH,W001127,W000625,3,89.085,16,4,1,1,synthetic_normal,normal
TX10004353,2026-06-24 06:14:00,875045,174,W000682,W002107|W000146|W000646,0.263931,0.144037|0.000724|0.117507,0.001663,1,3,0.263931,0.262269,P2SH,W000682,W002107,3,302.055,17,2,1,1,synthetic_normal,normal
TX10008252,2026-06-24 06:22:00,875046,174,W001533,W001558|W001982,0.782997,0.446718|0.333759,0.00252,1,2,0.782997,0.780476,P2WSH,W001533,W001558,3,38.597,5,3,2,1,synthetic_normal,normal
TX10005091,2026-06-24 06:27:00,875046,174,W002073|W000473,W001181|W000775,0.047382|0.197239,0.021734|0.221403,0.001484,2,2,0.244621,0.243137,P2SH,W002073,W001181,3,22.383,4,3,2,2,synthetic_normal,normal
TX10001571,2026-06-24 07:42:00,875054,174,W000970,W001856|W001148,1.557958,0.629628|0.925083,0.003247,1,2,1.557958,1.554711,P2SH,W000970,W001856,5,28.514,3,1,1,2,synthetic_normal,normal
TX10004151,2026-06-24 07:53:00,875055,174,W001545|W001982,W000195|W001127|W001829,0.330089|0.107012,0.087909|0.162917|0.186077,0.000199,2,3,0.437101,0.436903,P2WPKH,W001545,W000195,8,191.793,18,4,2,1,synthetic_normal,normal
TX10006897,2026-06-24 08:30:00,875059,175,W000468|W001982|W001942,W001594|W000167,0.132055|0.039318|0.366929,0.519963|0.016041,0.002298,3,2,0.538302,0.536005,P2SH,W000468,W001594,4,176.807,13,4,1,2,synthetic_normal,normal
TX10003755,2026-06-24 08:37:00,875059,175,W000718|W000376|W001801,W001595|W002426|W001518,0.148749|0.093612|0.130680,0.030217|0.060754|0.278669,0.0034,3,3,0.37304,0.36964,P2WSH,W000718,W001595,2,27.401,4,2,2,2,synthetic_normal,normal
TX10000373,2026-06-24 09:25:00,875064,175,W000042|W000539|W002339|W000927|W001688,W000683|W000806,0.932309|0.047298|0.068315|1.658825|0.503978,2.490573|0.713596,0.006556,5,2,3.210725,3.204169,P2SH,W000042,W000683,103,2.477,260,30,4,8,synthetic_anomalous,high_connectivity
TX10000951,2026-06-24 09:29:00,875064,175,W000047|W002330|W001189|W001813|W001171|W001695,W001119|W002410|W000182,0.871252|0.369040|0.505600|0.231471|0.294536|4.336141,0.948192|5.367422|0.256608,0.035819,6,3,6.60804,6.572221,P2WPKH,W000047,W001119,76,2.116,119,29,4,3,synthetic_anomalous,layered_transfer
TX10004063,2026-06-24 09:50:00,875067,175,W001001|W000220,W002287,0.103956|0.723666,0.824392,0.00323,2,1,0.827622,0.824392,P2PKH,W001001,W002287,10,143.553,3,3,2,1,synthetic_normal,normal
TX10000988,2026-06-24 09:53:00,875067,175,W002497|W001830|W001459|W001869|W002382,W002341|W001429|W001111|W000783|W001767|W001189|W001254|W001267,4.516429|1.453430|2.522362|3.171834|3.663553,0.069802|1.879721|2.473255|1.016223|3.634177|0.510469|1.187595|4.505096,0.05127,5,8,15.327607,15.276338,P2SH,W002497,W002341,133,0.357,148,17,6,4,synthetic_anomalous,high_frequency
TX10007031,2026-06-24 11:07:00,875074,175,W001173,W001091|W000685|W001419|W000808,1.234289,0.027221|0.569949|0.512433|0.122712,0.001974,1,4,1.234289,1.232315,P2SH,W001173,W001091,6,182.478,8,1,2,2,synthetic_normal,normal
TX10003122,2026-06-24 12:03:00,875080,175,W001229|W000786,W002256,0.061666|0.130165,0.190223,0.001608,2,1,0.191831,0.190223,P2SH,W001229,W002256,5,359.321,18,1,2,2,synthetic_normal,normal
TX10003386,2026-06-24 12:23:00,875082,175,W001789|W001965|W002246,W001161|W001865,0.086628|0.148607|0.429663,0.659643|0.003762,0.001494,3,2,0.664899,0.663405,P2SH,W001789,W001161,1,215.321,8,3,1,1,synthetic_normal,normal
TX10007928,2026-06-24 12:50:00,875085,175,W001858,W002068,0.559751,0.557053,0.002698,1,1,0.559751,0.557053,P2SH,W001858,W002068,12,186.92,10,1,1,1,synthetic_normal,normal
TX10005136,2026-06-24 13:40:00,875090,175,W001422|W000390|W000747,W000820|W001404|W002486,0.064536|0.074495|0.161698,0.102828|0.100608|0.093563,0.003729,3,3,0.300729,0.296999,P2WSH,W001422,W000820,1,218.62,18,4,2,2,synthetic_normal,normal
TX10009586,2026-06-24 13:56:00,875091,175,W000682,W002081,0.215179,0.212642,0.002537,1,1,0.215179,0.212642,P2SH,W000682,W002081,9,340.642,5,1,2,2,synthetic_normal,normal
TX10006286,2026-06-24 14:22:00,875094,175,W001363,W000227,0.689618,0.688854,0.000764,1,1,0.689618,0.688854,P2WSH,W001363,W000227,5,307.724,7,3,1,2,synthetic_normal,normal
TX10008330,2026-06-24 14:42:00,875096,175,W002351|W001364|W001973,W002276|W002020|W002056|W000360,0.055585|0.042143|0.205828,0.099002|0.041142|0.030774|0.128744,0.003893,3,4,0.303555,0.299662,P2SH,W002351,W002276,15,234.075,16,2,2,1,synthetic_normal,normal
TX10006689,2026-06-24 14:44:00,875096,175,W002121|W002113,W000767|W002434|W001250,0.189099|0.048931,0.003759|0.037876|0.193354,0.00304,2,3,0.238029,0.234989,P2WPKH,W002121,W000767,7,84.481,19,1,2,1,synthetic_normal,normal
TX10001701,2026-06-24 14:45:00,875096,175,W001058|W000222,W001530|W000276,0.360522|0.154310,0.450385|0.061896,0.002551,2,2,0.514832,0.512282,P2SH,W001058,W001530,4,203.926,11,4,2,1,synthetic_normal,normal
TX10002893,2026-06-24 14:52:00,875097,175,W001456|W000210,W001213|W000368|W000143,0.023827|0.157592,0.038307|0.136648|0.004511,0.001953,2,3,0.181419,0.179466,P2PKH,W001456,W001213,11,341.179,19,4,2,2,synthetic_normal,normal
TX10000036,2026-06-24 14:59:00,875097,175,W000686|W000114|W002369|W001119|W001095|W000869|W000946,W001621|W000497|W000100|W000862|W001545,0.181763|0.155342|1.034019|0.202271|0.739248|0.051043|0.242285,1.206910|0.088615|0.312062|0.849676|0.067815,0.080894,7,5,2.605971,2.525077,P2SH,W000686,W001621,201,0.824,172,31,4,4,synthetic_anomalous,high_frequency
TX10002185,2026-06-24 15:54:00,875103,175,W002223,W001245|W000887|W000492,0.231161,0.038985|0.019222|0.170031,0.002923,1,3,0.231161,0.228238,P2SH,W002223,W001245,1,283.672,17,1,1,2,synthetic_normal,normal
TX10003486,2026-06-24 17:37:00,875113,175,W001237|W000527|W002042,W000768|W001510,0.017569|0.108907|0.634640,0.700428|0.058518,0.00217,3,2,0.761116,0.758946,P2SH,W001237,W000768,8,253.924,16,1,1,2,synthetic_normal,normal
TX10004935,2026-06-24 17:42:00,875114,175,W000982,W000349|W000852,0.365103,0.190170|0.172973,0.00196,1,2,0.365103,0.363143,P2SH,W000982,W000349,11,200.362,2,1,1,1,synthetic_normal,normal
TX10009140,2026-06-24 18:00:00,875116,175,W001498,W000057|W000969|W001454,0.638358,0.155405|0.423928|0.058569,0.000456,1,3,0.638358,0.637902,P2PKH,W001498,W000057,10,177.678,1,1,1,1,synthetic_normal,normal
TX10001761,2026-06-24 18:01:00,875116,175,W001052,W000912|W000981,0.413831,0.210789|0.201636,0.001406,1,2,0.413831,0.412425,P2WPKH,W001052,W000912,5,24.305,15,1,1,2,synthetic_normal,normal
TX10000359,2026-06-24 18:29:00,875118,175,W000023|W001432|W001147|W002232|W000818|W000878|W002065,W001090|W001743|W001058|W000731|W001276|W001154,0.064743|0.070355|0.743103|0.191053|0.232668|0.168184|0.141690,0.329357|0.026911|0.257692|0.053160|0.863490|0.013853,0.067332,7,6,1.611795,1.544463,P2WPKH,W000023,W001090,139,1.974,171,19,5,3,synthetic_anomalous,layered_transfer
TX10002414,2026-06-24 18:34:00,875119,175,W000674|W002252|W000222,W001831|W002316|W000425,0.584115|0.239340|0.584257,0.997370|0.312171|0.094942,0.00323,3,3,1.407713,1.404482,P2PKH,W000674,W001831,15,253.636,16,3,1,2,synthetic_normal,normal
TX10000246,2026-06-24 18:42:00,875120,175,W000012|W001858|W001642,W001888|W001257|W002490|W001729|W002111|W002257|W000771|W001176,1.592260|7.854071|0.694432,0.722517|0.822515|2.442797|2.381780|0.908620|0.707017|1.244396|0.890613,0.020508,3,8,10.140763,10.120255,P2SH,W000012,W001888,138,3.328,85,1,3,3,synthetic_anomalous,ip_wallet_reuse
TX10009208,2026-06-24 19:23:00,875124,175,W001755|W000700,W001383,0.235191|0.031321,0.262622,0.00389,2,1,0.266513,0.262622,P2SH,W001755,W001383,10,297.458,1,3,2,2,synthetic_normal,normal
TX10007669,2026-06-24 21:21:00,875136,175,W002129|W000630|W001180,W000920|W000946,0.193608|0.083748|0.027452,0.041787|0.261397,0.001625,3,2,0.304808,0.303184,P2WPKH,W002129,W000920,9,329.564,11,4,1,2,synthetic_normal,normal
TX10005667,2026-06-24 22:25:00,875142,175,W001646|W000747|W000446,W001944,0.293215|0.145835|0.084758,0.522360,0.001448,3,1,0.523808,0.52236,P2SH,W001646,W001944,12,69.418,11,3,1,1,synthetic_normal,normal
TX10006529,2026-06-24 22:37:00,875143,175,W000042,W001102,1.168729,1.167377,0.001353,1,1,1.168729,1.167377,P2PKH,W000042,W001102,12,27.676,5,1,1,1,synthetic_normal,normal
TX10001164,2026-06-24 22:56:00,875145,175,W002299,W001676|W000046|W001030,0.224651,0.093082|0.072630|0.055820,0.003119,1,3,0.224651,0.221532,P2WSH,W002299,W001676,3,345.109,17,4,2,2,synthetic_normal,normal
TX10007581,2026-06-24 23:04:00,875146,175,W000589|W001134,W000638|W001979,0.625315|0.360303,0.149250|0.835212,0.001157,2,2,0.985618,0.984461,P2WSH,W000589,W000638,4,30.211,8,3,1,2,synthetic_normal,normal
TX10001921,2026-06-24 23:07:00,875146,175,W001151|W000486,W000074|W001359|W001093,0.012802|0.337837,0.051164|0.021082|0.278163,0.00023,2,3,0.350639,0.350409,P2PKH,W001151,W000074,10,199.464,12,4,1,2,synthetic_normal,normal
TX10003074,2026-06-24 23:15:00,875147,175,W002417|W000026|W002312,W000348|W001213,0.061904|0.094030|0.007060,0.096109|0.065141,0.001744,3,2,0.162994,0.16125,P2SH,W002417,W000348,4,235.872,7,2,1,2,synthetic_normal,normal
TX10005452,2026-06-24 23:21:00,875148,175,W001690,W001806|W001745|W001686,0.117984,0.024969|0.055906|0.035696,0.001412,1,3,0.117984,0.116571,P2SH,W001690,W001806,11,72.593,5,2,1,1,synthetic_normal,normal
TX10005735,2026-06-24 23:22:00,875148,175,W000079|W001608|W000418,W000753|W002207|W001330|W001295,0.041573|0.343920|0.383851,0.265357|0.023831|0.380616|0.096046,0.003493,3,4,0.769344,0.76585,P2WPKH,W000079,W000753,8,245.701,14,2,1,2,synthetic_normal,normal
TX10003025,2026-06-24 23:57:00,875151,175,W000099|W002177,W001898,0.048423|0.192028,0.237804,0.002646,2,1,0.240451,0.237804,P2WSH,W000099,W001898,1,355.073,9,4,1,1,synthetic_normal,normal
TX10005769,2026-06-25 01:08:00,875158,175,W000389,W000257,0.659586,0.656902,0.002683,1,1,0.659586,0.656902,P2WSH,W000389,W000257,12,10.164,14,2,2,2,synthetic_normal,normal
TX10007433,2026-06-25 01:38:00,875161,175,W002369|W000401|W000226,W001499|W001508|W002312|W002022,0.223596|0.155013|0.076291,0.104622|0.036334|0.287929|0.025289,0.000726,3,4,0.4549,0.454174,P2WSH,W002369,W001499,13,260.595,13,2,1,1,synthetic_normal,normal
TX10001795,2026-06-25 02:04:00,875164,175,W000249|W000289,W000191|W002410,0.112934|0.051698,0.088823|0.072889,0.00292,2,2,0.164632,0.161712,P2SH,W000249,W000191,2,228.091,8,4,2,1,synthetic_normal,normal
TX10005885,2026-06-25 02:40:00,875168,175,W002295|W000795,W002400|W001470|W000618,0.447453|0.225222,0.176826|0.319891|0.174800,0.001157,2,3,0.672675,0.671518,P2SH,W002295,W002400,4,123.31,2,4,1,1,synthetic_normal,normal
TX10006462,2026-06-25 03:09:00,875170,175,W001107,W000690|W001666,0.378351,0.218856|0.157866,0.001629,1,2,0.378351,0.376722,P2WPKH,W001107,W000690,6,276.878,14,1,1,1,synthetic_normal,normal
TX10009452,2026-06-25 03:36:00,875173,175,W002399,W000502|W002257,0.161098,0.139725|0.020533,0.00084,1,2,0.161098,0.160258,P2WSH,W002399,W000502,11,82.363,7,4,2,1,synthetic_normal,normal
TX10008369,2026-06-25 04:04:00,875176,175,W001955,W000700,0.807317,0.804944,0.002373,1,1,0.807317,0.804944,P2PKH,W001955,W000700,4,201.37,17,2,2,2,synthetic_normal,normal
TX10004011,2026-06-25 04:58:00,875181,175,W001743|W000062|W001747,W001284|W000266|W002117|W000303,0.055205|0.627474|0.073722,0.179303|0.304977|0.137999|0.131511,0.00261,3,4,0.7564,0.753791,P2SH,W001743,W001284,2,183.098,3,1,1,1,synthetic_normal,normal
TX10004934,2026-06-25 05:28:00,875184,175,W002354|W001005,W002224|W000961|W001520|W000874,0.067720|0.063299,0.031627|0.017504|0.041955|0.038762,0.001171,2,4,0.131019,0.129848,P2WSH,W002354,W002224,9,344.007,11,4,1,1,synthetic_normal,normal
TX10008039,2026-06-25 05:53:00,875187,175,W000809|W001970,W000530|W001904|W000365,0.292853|0.088269,0.235849|0.116132|0.028327,0.000814,2,3,0.381122,0.380308,P2WPKH,W000809,W000530,14,62.33,7,4,2,2,synthetic_normal,normal
TX10006666,2026-06-25 07:19:00,875195,175,W002400|W000906,W001593|W002193|W000699|W001874,0.041946|0.251939,0.023936|0.049499|0.188113|0.031137,0.0012,2,4,0.293885,0.292685,P2WPKH,W002400,W001593,7,272.654,16,1,2,1,synthetic_normal,normal
TX10004938,2026-06-25 09:00:00,875206,176,W000002,W001134|W000255,0.352369,0.135364|0.214542,0.002463,1,2,0.352369,0.349906,P2PKH,W000002,W001134,1,282.759,8,2,2,1,synthetic_normal,normal
TX10005108,2026-06-25 09:27:00,875208,176,W000209|W000868,W000374|W002139,0.061644|0.042431,0.096371|0.003709,0.003994,2,2,0.104075,0.100081,P2SH,W000209,W000374,5,310.224,8,4,1,1,synthetic_normal,normal
TX10002145,2026-06-25 09:44:00,875210,176,W002267|W000512|W000170,W000118,0.134133|0.090488|0.142787,0.366861,0.000547,3,1,0.367408,0.366861,P2WPKH,W002267,W000118,4,144.127,9,3,1,1,synthetic_normal,normal
TX10007531,2026-06-25 09:46:00,875210,176,W000342|W002205|W001443,W000386|W001651|W001280|W000585,0.102060|0.250263|0.207558,0.035416|0.044884|0.213089|0.264659,0.001832,3,4,0.559881,0.558049,P2SH,W000342,W000386,9,65.493,8,1,2,2,synthetic_normal,normal
TX10005423,2026-06-25 10:04:00,875212,176,W002429,W000823|W001892|W002056|W000186,0.732390,0.238766|0.127001|0.358587|0.006484,0.001553,1,4,0.73239,0.730837,P2WSH,W002429,W000823,3,178.498,11,1,1,1,synthetic_normal,normal
TX10007294,2026-06-25 10:31:00,875215,176,W000182,W001683|W000522|W001600|W001681,0.164130,0.017994|0.011655|0.031689|0.101394,0.001397,1,4,0.16413,0.162733,P2SH,W000182,W001683,11,19.281,18,3,1,2,synthetic_normal,normal
TX10005366,2026-06-25 10:38:00,875215,176,W001921,W001156|W001083,0.477403,0.124889|0.351197,0.001317,1,2,0.477403,0.476086,P2WSH,W001921,W001156,4,318.843,12,1,2,2,synthetic_normal,normal
TX10002460,2026-06-25 11:55:00,875223,176,W001545|W001852|W002075,W000895|W001023|W002368|W000660,0.488479|0.192156|0.051859,0.187946|0.441147|0.007087|0.094766,0.001548,3,4,0.732494,0.730946,P2SH,W001545,W000895,1,244.297,18,3,2,1,synthetic_normal,normal
TX10005112,2026-06-25 13:07:00,875230,176,W001735,W001531|W001279|W001932,0.295451,0.148608|0.126020|0.017171,0.003653,1,3,0.295451,0.291798,P2WPKH,W001735,W001531,11,20.47,17,1,2,2,synthetic_normal,normal
TX10001738,2026-06-25 14:05:00,875236,176,W001854|W000239|W000988,W002281|W000956,0.193437|0.031297|0.118113,0.271818|0.067607,0.003422,3,2,0.342847,0.339425,P2PKH,W001854,W002281,4,183.143,11,2,2,2,synthetic_normal,normal
TX10002166,2026-06-25 14:51:00,875241,176,W000345|W000331|W001273,W000346|W001129|W002228,0.036261|0.379398|0.034608,0.099557|0.317542|0.029960,0.003208,3,3,0.450267,0.447059,P2WPKH,W000345,W000346,1,118.188,1,4,1,1,synthetic_normal,normal
TX10007861,2026-06-25 15:21:00,875244,176,W002224|W001376,W002148,0.280615|0.116362,0.395207,0.001771,2,1,0.396978,0.395207,P2SH,W002224,W002148,11,352.791,19,1,2,2,synthetic_normal,normal
TX10004089,2026-06-25 15:25:00,875244,176,W002191|W000918|W000943,W002479|W000091|W000983,0.081521|0.287895|0.050729,0.251114|0.019568|0.149126,0.000337,3,3,0.420145,0.419808,P2WPKH,W002191,W002479,4,88.589,19,2,1,2,synthetic_normal,normal
TX10005900,2026-06-25 15:28:00,875244,176,W000793,W000286|W001212,0.084515,0.060736|0.021399,0.002379,1,2,0.084515,0.082136,P2SH,W000793,W000286,6,196.324,15,3,2,1,synthetic_normal,normal
TX10000189,2026-06-25 15:43:00,875246,176,W000029|W000472|W000730|W001016,W002047|W000617,0.532688|0.495258|0.552768|0.061025,1.152536|0.450442,0.038761,4,2,1.641739,1.602978,P2WSH,W000029,W002047,97,1.133,128,39,3,5,synthetic_anomalous,high_connectivity
TX10002120,2026-06-25 15:46:00,875246,176,W000211|W002027|W001485,W001002|W001150|W000802|W000279,0.070667|0.126617|0.057621,0.100977|0.024090|0.087794|0.041708,0.000336,3,4,0.254904,0.254569,P2WPKH,W000211,W001002,8,89.791,9,1,1,1,synthetic_normal,normal
TX10008266,2026-06-25 15:51:00,875247,176,W001772|W001274,W002095|W001269,0.035648|0.761398,0.237997|0.557683,0.001367,2,2,0.797047,0.79568,P2SH,W001772,W002095,14,294.94,9,2,2,1,synthetic_normal,normal
TX10000686,2026-06-25 15:57:00,875247,176,W000023|W001755|W001494,W000440|W000263|W000607|W001498|W002028|W001999|W000386,0.008510|0.843276|3.057267,0.318195|0.246291|1.528323|0.407632|0.203726|0.934129|0.229037,0.04172,3,7,3.909053,3.867333,P2WPKH,W000023,W000440,147,3.651,151,1,5,8,synthetic_anomalous,ip_wallet_reuse
TX10008058,2026-06-25 15:59:00,875247,176,W002369,W000458,0.666657,0.664162,0.002495,1,1,0.666657,0.664162,P2WPKH,W002369,W000458,3,334.684,5,1,2,2,synthetic_normal,normal
TX10005642,2026-06-25 16:17:00,875249,176,W000709|W000125,W002177,0.331506|0.027659,0.357726,0.001439,2,1,0.359165,0.357726,P2WPKH,W000709,W002177,14,204.393,1,4,2,1,synthetic_normal,normal
TX10007522,2026-06-25 16:56:00,875253,176,W001246,W000208|W002463|W002003|W000217,0.496520,0.372653|0.112650|0.005928|0.003449,0.001839,1,4,0.49652,0.494682,P2SH,W001246,W000208,7,53.462,4,2,2,1,synthetic_normal,normal
TX10009278,2026-06-25 17:21:00,875256,176,W001271|W000099,W000530,0.030007|0.290118,0.319959,0.000167,2,1,0.320126,0.319959,P2WSH,W001271,W000530,12,273.848,16,1,1,1,synthetic_normal,normal
TX10008021,2026-06-25 17:31:00,875257,176,W001413|W001298,W001848|W000242|W000630,0.082252|0.237673,0.166737|0.012175|0.137664,0.003348,2,3,0.319925,0.316577,P2WSH,W001413,W001848,13,207.419,14,4,1,1,synthetic_normal,normal
TX10001025,2026-06-25 18:01:00,875260,176,W002198|W001073,W000961|W001406|W001887,0.622283|0.002128,0.430118|0.040343|0.153437,0.000513,2,3,0.624411,0.623898,P2WPKH,W002198,W000961,11,143.417,13,4,1,2,synthetic_normal,normal
TX10000435,2026-06-25 18:49:00,875264,176,W001622|W001561,W001919|W001878|W001808|W000727|W000184|W002429|W001079|W000238|W001127,1.075033|1.715674,0.060487|0.081889|1.105860|0.482786|0.396754|0.233962|0.079203|0.034639|0.230602,0.084525,2,9,2.790706,2.706182,P2PKH,W001622,W001919,151,0.658,91,20,5,7,synthetic_anomalous,cross_border_burst
TX10006846,2026-06-25 18:54:00,875265,176,W001380|W001493|W000973,W002356|W000151,0.059883|0.024213|0.068265,0.072954|0.076746,0.002662,3,2,0.152362,0.1497,P2WSH,W001380,W002356,11,133.658,11,1,2,1,synthetic_normal,normal
TX10003617,2026-06-25 19:16:00,875267,176,W000093|W000829,W000579|W001863,0.815127|1.293099,2.095265|0.011503,0.001458,2,2,2.108226,2.106768,P2SH,W000093,W000579,14,274.281,15,2,1,1,synthetic_normal,normal
TX10007297,2026-06-25 19:27:00,875268,176,W001427|W001634,W000275|W001122|W001360,0.203788|0.278664,0.189971|0.286622|0.004109,0.00175,2,3,0.482452,0.480702,P2WSH,W001427,W000275,3,91.145,19,2,2,2,synthetic_normal,normal
TX10008532,2026-06-25 20:49:00,875276,176,W002222,W002424|W001061,0.502165,0.049526|0.448777,0.003861,1,2,0.502165,0.498303,P2SH,W002222,W002424,10,183.796,7,4,2,1,synthetic_normal,normal
